ID,mu,cg_1,cg_2,cg_3,cg_4,y
1,1.5700967628535833,0.004264057586662026,0.2346782061773613,0.9604977444370699,0.37065675465248893,1.0321880907939336
2,1.5601726479041074,0.5513631209475383,0.6790248012562669,0.5952468221429763,-0.26546209644267404,1.976661935484467
3,-0.1454426328534331,0.2160727232495713,0.332309506360598,-0.5958828180488787,-0.09794204441472475,-1.2814925518676428
4,0.5783881528293765,0.439085309822868,-0.0682055390209198,0.28759421734306256,-0.08008583531563418,-0.33811543244415887
5,-2.1853347341726868,-0.4360344355286713,-0.9043649868916182,-0.9553047402455298,0.11036942849313316,-3.678278432024852
6,-2.0595623035835153,-0.40382602787865024,-0.541448483730695,-0.9386934954423547,-0.17559429653181627,-0.8977239143348481
7,0.5907873105600338,0.5169536841470668,-0.8630492696695672,0.35797409441863337,0.5789088016639017,0.14641040253973522
8,-0.3527497411424358,-1.0916880500510664,0.4340371620903991,-0.1915803034625332,0.4964814502807651,1.9997713105546149
9,0.35107964319699003,-0.4269096854026482,0.7390938875593944,-0.0609492317982242,0.09984467283846599,0.7413929536603665
10,0.604634226419576,-0.05697202966694075,-0.015665643012439556,0.5845256437197704,0.09274625537918672,1.108007765621587
11,-0.3034145287441738,-0.6050222439609926,0.28973012665143427,0.6277918652807973,-0.6159142767154129,2.8464413983490444
12,-1.745281640249563,0.2718978764129145,-0.5548644179026465,-1.1507321061112716,-0.3115829926485594,-2.4468266812423773
13,-0.40404930124835575,0.3358547188868574,-0.28096550518245356,-0.4842589223630235,0.02532040741026395,-2.900789265254188
14,0.2577633213288447,-0.04138208546619991,0.06713683132241037,-0.01762884147516005,0.24963741694779454,0.3840757730229327
15,-0.20099198602517418,0.09079689639406877,-0.5736072149431619,0.18549569696420015,0.09632263555971884,0.23559810990721178
16,-1.3231472351525018,-0.5660366514133663,-0.010185960899122964,-0.06393735934835448,-0.6829872634916581,0.40643858851871323
17,-0.8334760230736833,-0.42858933792963194,-0.3263393880808848,0.18375286135913166,-0.2623001584222986,1.2620332950696984
18,0.020292483571703268,-0.03332452524275811,0.6161629403860807,-0.035471699671180884,-0.5270742319004385,-1.4429045354564096
19,-0.5978345108066736,0.06284667497852413,-0.38930564152427777,0.010232689263382451,-0.281608233524303,-1.3855048148104117
20,0.03546791180910895,0.12104465833623326,-0.9979171502561006,0.9822002184027225,-0.06985981467374569,0.9690881666357166
21,-0.9848754739879264,0.4938430800188795,-0.6542694573164731,-0.7405682577010291,-0.08388083898930271,-3.4932472616057852
22,0.9996020811190167,0.35820116429551274,0.6071481548097921,-0.1811925228137794,0.21544528482749126,-1.0617002486190554
