ID,mu,cg_1,cg_2,cg_3,cg_4,y
1,1.5700967628535833,0.24586280045724168,0.179319090663626,0.8807716830583325,0.2641431886743819,-0.2784424594791699
2,1.5601726479041074,0.3950171929363665,0.6438117955991988,-0.057745901430297036,0.5790895607988387,0.9544515743260147
3,-0.1454426328534331,0.02030761314830337,-0.45090712753985984,-0.13040036337273947,0.4155572449108619,-0.8005025407799913
4,0.5783881528293765,0.4830008380362678,-0.288937226076534,0.3590262092066761,0.02529833166296684,-0.6178366757012713
5,-2.1853347341726868,-0.356726748050297,-0.3319715676577178,-0.8812895025373616,-0.6153469159273098,-0.0939498444504446
6,-2.0595623035835153,0.07413541486014402,-0.6425256449760142,-0.250930229428289,-1.2402418440393568,0.7840318431401999
7,0.5907873105600338,-0.26445844025455145,0.6614720305331845,-0.5376602581727478,0.7314339784541494,-1.1929513978424637
8,-0.3527497411424358,-0.2394467736697862,0.03441744412505527,-0.07397263863480225,-0.07374777296290154,1.0185025191664974
9,0.35107964319699003,0.32869901340105,0.011547172348104956,0.20535407586138463,-0.19452061841355134,-0.20512751372461557
10,0.604634226419576,0.6046070712721954,0.0635556353274928,-0.2339157710870457,0.17038729090693439,-1.5178611010969991
11,-0.3034145287441738,0.06387323112058703,-0.5769235637683985,0.02975275500129014,0.17988304890234716,0.9064292603145999
12,-1.745281640249563,-1.7764455192793316,-0.9344563152183464,0.5294426692567816,0.43617752499133305,0.045292247247086456
13,-0.40404930124835575,0.17094963524242784,0.06624235624293055,-0.1227876722808933,-0.518453620452821,0.17363601846872884
14,0.2577633213288447,0.13424732915991253,0.9571204260047621,-0.46484035941159735,-0.3687640744242316,-0.48299553820657015
15,-0.20099198602517418,-0.2864130766467517,0.028702831967186343,-0.2535628630624724,0.3102811217168635,-1.388520716717626
16,-1.3231472351525018,-0.17069678096438543,0.4000967265759896,-0.6957534893538415,-0.8567936914102644,-0.5205921966630119
17,-0.8334760230736833,-0.2639918123594372,0.26140986412819894,-0.5445189105515222,-0.28637516429092336,-1.197780029962317
18,0.020292483571703268,-0.12254143045289367,-0.24263364619101427,-0.06584631841251531,0.45131387862812655,0.17051716722154553
19,-0.5978345108066736,-0.6953965548603762,0.557093426319651,-0.3505919671982795,-0.10893941506766891,0.32055056588724473
20,0.03546791180910895,0.3385526576440939,0.0781081949902002,-0.4858608093859582,0.10466786856077377,-1.3374288657646018
21,-0.9848754739879264,-0.46022308158706887,-0.2621378073708808,0.15991678856948124,-0.4224313735994568,0.5842745089179304
22,0.9996020811190167,-0.16021375753996103,0.7052489461535183,0.9126802806281166,-0.458113388122657,2.2006320893524705
23,1.3984197179111097,-0.32439916704300176,0.6034225524055907,0.3763770918236616,0.7430192407248595,0.395982723191931
24,-1.0557589927394284,-0.2803140907715671,-0.23359765211851088,-0.6271390460979573,0.08529179624860735,-1.2941097805055597
25,0.3009179408433436,1.4422523196819077,-0.5001465283477909,-0.0821279691215885,-0.5590598813691857,-1.0733810260248693
26,-0.7757640175261803,-0.4424978295895159,-0.12285901929502548,-0.19090512950452912,-0.01950203913711043,0.14754918828642455
27,-0.10279540388059741,-0.23075448246721564,0.015373661221347423,0.17719528115993247,-0.06460986379466117,0.5905264788422075
28,0.09239366684223119,0.7035452411530748,0.012754949031598628,0.25208468222542807,-0.8759912055678708,1.2320168943319105
29,2.5850438395888684,-0.4830330648893959,1.010787070207482,0.9191563813661778,1.1381334529046043,-0.188599694457592
30,-1.3327789481918055,-0.23834587604834861,-0.04657684118179384,-1.0545849786593304,0.006728747697668111,0.2576983502662422
31,0.7251994501778832,0.5186634082603462,-0.1239166547325655,-0.14746469115848726,0.4779173878085899,0.5490838020465003
32,0.07496127177033417,0.23733808004165835,-0.14946208551568113,-0.44076696760013984,0.4278522448444967,-1.017418629185446
33,-0.8860566430980641,-0.39244102451049323,0.24586086705173155,-0.09369820195835651,-0.6457782836809463,-1.2112160729258965
