ID,mu,cg_1,cg_2,cg_3,cg_4,y
1,1.5700967628535833,-0.06473687639561612,0.517030961649997,0.14436581043547386,0.9734368671637276,2.43712121431142
2,1.5601726479041074,0.4947829836426948,-0.03588350840829055,1.054588851784728,0.04668432088497582,0.1722182871309761
3,-0.1454426328534331,-0.3640193431141287,-0.11616169378544491,0.3281472875317688,0.006591116514370568,1.137539249996475
4,0.5783881528293765,-0.2406709412610838,0.8042623897261678,-0.011341520895644636,0.026138225259937614,-0.935048852552517
5,-2.1853347341726868,-0.5112164820317077,-0.44208633122395335,-0.24094812415754518,-0.9910837967594797,-2.2840402102367054
6,-2.0595623035835153,-0.08371880056080075,-0.6790276696245272,-0.9508334631130244,-0.34598237028516354,-0.6038147542257426
7,0.5907873105600338,0.05588877032366474,1.3501496264065538,-0.17575633970631277,-0.6394947464638713,-3.4989514210565935
8,-0.3527497411424358,0.25129891084313494,0.32191345894140516,-0.2910703723635403,-0.6348917385634351,-2.402117943149931
9,0.35107964319699003,0.1605482819728406,-0.6097901516947025,-0.01325745444337767,0.8135789673622277,2.13816860003888
10,0.604634226419576,0.06021073743349426,-0.4119979186097292,0.21082415924047296,0.7455972483553384,1.3265328080073153
11,-0.3034145287441738,0.2254737653123964,-1.2184854387827926,0.46173386585512505,0.2278632788710978,3.286979252865942
12,-1.745281640249563,-0.5041912658355847,-0.22007596451025385,-0.3096015657117656,-0.7114128441919586,-0.46511343440537384
13,-0.40404930124835575,0.3835362622012821,0.14056170743135626,-0.23035060561396942,-0.6977966652670244,1.86598968577334
14,0.2577633213288447,0.04642711690520118,0.3154515660566876,0.1467134730462075,-0.25082883467925127,-1.129080394151402
15,-0.20099198602517418,0.3172542267337949,-0.26442676504239715,-0.07745535050732318,-0.176364097209249,1.40912613808977
16,-1.3231472351525018,-0.14605695060300522,-0.5413369403373907,-0.38784850157824724,-0.24790484263385792,0.503073211103131
17,-0.8334760230736833,0.07274478135672809,-0.713595072676021,-0.039643320522702884,-0.15298241123168788,-0.2684801302392835
18,0.020292483571703268,-0.4588224938595581,0.6478565486067398,-0.043009768418701175,-0.12573180275677737,0.8029647091085917
